#001
#002 Set of Australian Suburbs
#004
#005 This file is licensed under a Creative Commons Attribution 4.0 License.
#006 https://creativecommons.org/licenses/by/4.0/
#007
#008 Note: The file actually used is a serialized bloom filter created from this file using the following:
#009 types --bloomfilter types/src/main/resources/reference/<file>.csv  types/src/main/resources/reference/<file>.bf string
#010
AARONS PASS
BALLAPUR
BALLARAT
BALLARAT CENTRAL
BALLARAT EAST
BALLARAT MC
BALLARAT NORTH
BALLARAT ROADSIDE DELIVERY
BALLARAT WEST
BALLARD
BALLAROO
BALLAST HEAD
BALLAYING
BALLDALE
BALLENDELLA
BALLENGARRA
BALLIANG
BALLIANG EAST
BALLIDU
BALLIMORE
BALLINA
BALLINA DC
BALLOGIE
BALLY BALLY
BALLYMORE
BALLYROE
BALLYROGAN
BALMAIN
BALMAIN EAST
BALMATTUM
BALMORAL
BALMORAL RIDGE
BALMORAL VILLAGE
BALNAGOWAN
BALNARRING
BALNARRING BEACH
BALOOK
BALRANALD
BALWYN
BALWYN EAST
BALWYN NORTH
BAMAGA
BAMARANG
BAMAWM
BAMAWM EXTENSION
BAMBAROO
BAMBOO
BAMBOO CREEK
BAMBRA
BAMBUN
BAMGANIE
BAN BAN
BAN BAN SPRINGS
BANANA
BANCA
BANCROFT
BANDA BANDA
BANDIANA
BANDIANA MILPO
BANDON
BANDON GROVE
BANDY CREEK
BANDYA
BANGADANG
BANGALEE
BANGALL
BANGALOW
BANGERANG
BANGHAM
BANGHEET
BANGHOLME
BANGO
BANGOR
BANJUP
BANKS
BANKS CREEK
BANKS ISLAND
BANKS POCKET
BANKSIA
BANKSIA BEACH
BANKSIA GROVE
BANKSIA PARK
BANKSIA PENINSULA
BANKSIADALE
BANKSMEADOW
BANKSTOWN
BANKSTOWN AERODROME
BANKSTOWN AIRPORT
BANKSTOWN NORTH
BANKSTOWN SQUARE
BANNABY
BANNERTON
BANNISTER
BANNOCKBURN
BANOON
BANORA POINT
BANYA
BANYABBA
BANYAN
BANYENA
BANYENONG
BANYO
BANYULE
BAPAUME
BAR BEACH
BAR POINT
BARA
BARABBA
BARADINE
BARAIMAL
BARAKULA
BARALABA
BARAMBAH
BARANDUDA
BARANGAROO
BARATTA
BARBALIN
BARBERTON
BARBIGAL
BARCALDINE
BARCALDINE DOWNS
BARCOONGERE
BARDEN RIDGE
BARDIA
BARDON
BARDON WEST
BARDWELL PARK
BARDWELL VALLEY
BAREE
BAREENA
BARELLAN
BARELLAN POINT
BARFOLD
BARGARA
BARGO
BARGUNYAH
BARHAM
BARIGAN
BARINGA
BARINGHUP
BARINGHUP WEST
BARINIA
BARJARG
BARKER CREEK FLAT
BARKERS CREEK
BARKERS VALE
BARKLY
BARKSTEAD
BARLIL
BARLOWS HILL
BARLYNE
BARMAH
BARMARYEE
BARMEDMAN
BARMERA
BARMOYA
BARMUNDU
BARNA
BARNADOWN
BARNARD
BARNAWARTHA
BARNAWARTHA NORTH
BARNDIOOTA
BARNES BAY
BARNEY POINT
BARNEY VIEW
BARNEYS REEF
BARNSLEY
BAROMI
BARONGAROOK
BARONGAROOK WEST
BAROOGA
BAROON POCKET
BAROONA
BAROONDAH
BAROOTA
BAROSSA GOLDFIELDS
BARRABA
BARRABOOL
BARRABUP
BARRACK HEIGHTS
BARRACK POINT
BARRAGANYATTI
BARRAGGA BAY
BARRAGUP
BARRAKEE
BARRALLIER
BARRAMORNIE
BARRAMUNGA
BARRAPORT
BARRAPORT WEST
BARRATTA
BARREN GROUNDS
BARRENGARRY
BARRETTA
BARRETTS CREEK
BARRINE
BARRINGELLA
BARRINGHA
BARRINGTON
BARRINGTON TOPS
BARRINGUN
BARRON
BARRON GORGE
BARROW CREEK
BARROW ISLAND
BARRY
BARRYS REEF
BARTLE FRERE
BARTON
BARUNAH PARK
BARUNAH PLAINS
BARUNGA
BARUNGA GAP
BARWANG
BARWIDGEE
BARWIDGI
BARWITE
BARWON
BARWON DOWNS
BARWON HEADS
BARYULGIL
BASALT
BASILISK
BASIN PLAIN
BASIN POCKET
BASIN VIEW
BASKERVILLE
BASKET RANGE
BASS
BASS HILL
BASSENDEAN
BASSENDEAN DC
BATAR CREEK
BATCHELOR
BATEAU BAY
BATEHAVEN
BATEMAN
BATEMANS BAY
BATESFORD
BATHAMPTON
BATHUMI
BATHURST
BATHURST ISLAND
BATHURST STREET PO
BATHURST WEST
BATLOW
BATMAN
BATTERY HILL
BATTERY POINT
BAUDIN
BAUDIN BEACH
BAUHINIA
BAULKHAM HILLS
BAUPLE
BAUPLE FOREST
BAW BAW
BAW BAW VILLAGE
BAWLEY POINT
BAXTER
BAXTERS RIDGE
BAY OF SHOALS
BAY VILLAGE
BAYAH
BAYFIELD
BAYINDEEN
BAYLDON
BAYLES
BAYNTON
BAYNTON EAST
BAYONET HEAD
BAYRICK
BAYSWATER
BAYSWATER NORTH
BAYVIEW
BAYVIEW HEIGHTS
BEACH HOLM
BEACHLANDS
BEACHMERE
BEACHPORT
BEACON
BEACON HILL
BEACONSFIELD
BEACONSFIELD UPPER
BEADELL
BEALIBA
BEAN CREEK
BEARBONG
BEARD
BEARGAMIL
BEARII
BEARS LAGOON
BEATRICE
BEATTY
BEAUCHAMP
BEAUDESERT
BEAUFORT
BEAUFORT RIVER
BEAUMARIS
BEAUMONT
BEAUMONT HILLS
BEAUMONTS
BEAURY CREEK
BEAUTY POINT
BEAVER ROCK
BEAZLEYS BRIDGE
BECKENHAM
BECKOM
BECTIVE
BECTRIC
BEDFORD
BEDFORD PARK
BEDFORD ROAD
BEDFORDALE
BEDGERABONG
BEDGEREBONG
BEDOURIE
BEEAC
BEEBO
BEECH FOREST
BEECHBORO
BEECHER
BEECHFORD
BEECHINA
BEECHMONT
BEECHWOOD
BEECHWORTH
BEECROFT
BEECROFT PENINSULA
BEEDELUP
BEELA
BEELBANGERA
BEELBEE
BEELBI CREEK
BEELERUP
BEELIAR
BEEMUNNEL
BEENAAM VALLEY
BEENAK
BEENLEIGH
BEENONG
BEERBURRUM
BEERMULLAH
BEERON
BEERWAH
BEES CREEK
BEETALOO VALLEY
BEGA
BEGGAN BEGGAN
BEGONIA
BEILBA
BEILPAJAH
BEJOORDING
BELAIR
BELALIE EAST
BELALIE NORTH
BELANGLO
BELBORA
BELCONG
BELCONNEN
BELCONNEN DC
BELDON
BELFIELD
BELFORD
BELFRAYDEN
BELGIAN GARDENS
BELGRAVE
BELGRAVE HEIGHTS
BELGRAVE SOUTH
BELGRAVIA
BELHUS
BELIMBLA PARK
BELIVAH
BELL
BELL BAY
BELL BIRD CREEK
BELL PARK
BELL POST HILL
BELLA CREEK
BELLA VISTA
BELLAMACK
BELLAMBI
BELLANGRY
BELLARA
BELLARINE
BELLATA
BELLAWONGARAH
BELLBIRD
BELLBIRD CREEK
BELLBIRD HEIGHTS
BELLBIRD PARK
BELLBOWRIE
BELLBRAE
BELLBRIDGE
BELLBROOK
BELLELLEN
BELLENDEN KER
BELLERIVE
BELLEVUE
BELLEVUE HEIGHTS
BELLEVUE HILL
BELLFIELD
BELLHAVEN
BELLI PARK
BELLIMBOPINNI
BELLINGEN
BELLINGHAM
BELLMERE
BELLMOUNT FOREST
BELLS BEACH
BELLS BRIDGE
BELLS CREEK
BELLTHORPE
BELLTREES
BELLVIEW
BELMONT
BELMONT HEIGHTS
BELMONT NORTH
BELMONT SOUTH
BELMORE
BELMORE RIVER
BELMUNDA
BELOKA
BELOWRA
BELROSE
BELROSE WEST
BELTANA
BELTANA STATION
BELTON
BELVEDERE
BELVEDERE PARK
BELVIDERE
BELYANDO
BELYUEN
BEMBOKA
BEMERSIDE
BEMM RIVER
BEN BUCKLER
BEN BUCKLEY
BEN BULLEN
BEN LOMOND
BEN NEVIS
BEN VENUE
BENA
BENAIR
BENALLA
BENALLA WEST
BENAMBRA
BENANDARAH
BENANEE
BENARABY
BENARCA
BENARCH
BENARKIN
BENARKIN NORTH
BENAYEO
BENBOURNIE
BENCUBBIN
BEND OF ISLANDS
BENDA
BENDALONG
BENDEELA
BENDEMEER
BENDERING
BENDICK MURRELL
BENDIGO
BENDIGO DC
BENDIGO FORWARD
BENDIGO SOUTH
BENDOC
BENDOLBA
BENDOURA
BENEREE
BENEREMBAH
BENGALLA
BENGER
BENGWORDEN
BENHOLME
BENI
BENJABERRING
BENJEROOP
BENJINUP
BENLOCH
BENNETT SPRINGS
BENNETTS GREEN
BENNETTSWOOD
BENNISON
BENOBBLE
BENOLONG
BENOWA
BENSVILLE
BENTLEIGH
BENTLEIGH EAST
BENTLEY
BENTLEY DC
BENTLEY PARK
BENTLEY SOUTH
BENWERRIN
BERAJONDO
BERALA
BERAMBING
BERAT
BEREMBOKE
BERESFIELD
BERESFORD
BERGALIA
BERGEN
BERKELEY
BERKELEY VALE
BERKSHIRE PARK
BERKSHIRE VALLEY
BERLANG
BERMAGUI
BERMAGUI SOUTH
BERNIER ISLAND
BEROWRA
BEROWRA CREEK
BEROWRA HEIGHTS
BEROWRA WATERS
BERRAMBOOL
BERRARA
BERREMANGRA
BERRI
BERRICO
BERRIDALE
BERRIEDALE
BERRIGAL
BERRIGAN
BERRILEE
BERRIMA
BERRIMAH
BERRIMAL
BERRIMAL WEST
BERRINBA
BERRINGA
BERRINGAMA
BERRINGER LAKE
BERRIWILLOCK
BERRY
BERRY JERRY
BERRY MOUNTAIN
BERRY PARK
BERRY SPRINGS
BERRYBANK
BERRYS CREEK
BERSERKER
BERTHONG
BERTRAM
BERWICK
BERYL
BESSIEBELLE
BESWICK
BESWICK CREEK
BET BET
BETE BOLONG
BETE BOLONG NORTH
BETHANGA
BETHANIA
BETHANY
BETHEL
BETHUNGRA
BETLEY
BEULAH
BEULAH PARK
BEVENDALE
BEVERFORD
BEVERIDGE
BEVERLEY
BEVERLEY PARK
BEVERLY HILLS
BEWONG
BEXHILL
BEXLEY
BEXLEY NORTH
BEXLEY SOUTH
BIALA
BIARRA
BIBARINGA
BIBBENLUKE
BIBLIANDO
BIBOOHRA
BIBRA LAKE
BIBRA LAKE DC
BICHENO
BICKLEY
BICKLEY VALE
BICTON
BIDDADDABA
BIDDELIA
BIDDESTON
BIDDON
BIDGEEMIA
BIDWILL
BIELSDOWN HILLS
BIG BEND
BIG DESERT
BIG GROVE
BIG HILL
BIG JACKS CREEK
BIG PATS CREEK
BIG RIDGE
BIG SPRINGS
BIG TUAN
BIG YENGO
BIGGA
BIGGARA
BIGGENDEN
BIGGERA WATERS
BIGGS FLAT
BILAMBIL
BILAMBIL HEIGHTS
BILBARIN
BILBUL
BILGOLA
BILGOLA BEACH
BILGOLA PLATEAU
BILINGA
BILINGURR
BILLA BILLA
BILLA KALINA
BILLABONG
BILLEROO WEST
BILLEROY
BILLIATT
BILLILINGRA
BILLIMARI
BILLINUDGEL
BILLYRIMBA
BILLYS CREEK
BILLYWILLINGA
BILOELA
BILPIN
BILWON
BILYANA
BIMBERI
BIMBI
BIMBIJY
BIMBIMBIE
BIMBOURIE
BIMBOWRIE
BINALONG
BINALONG BAY
BINBEE
BINDA
BINDARRAH
BINDEBANGO
BINDERA
BINDI
BINDI BINDI
BINDOGUNDRA
BINDOON
BINDOON TRAINING AREA
BINDULI
BINGARA
BINGEEBEEBRA
BINGEEBEEBRA CREEK
BINGEGANG
BINGIE
BINGIL BAY
BINGINWARRI
BINGLEBURRA
BINGO
BINGO MUNJIE
BINIGUY
BINJARI
BINJOUR
BINJURA
BINNA BURRA
BINNAWAY
BINNINGUP
BINNU
BINNUM
BINYA
BIRAGANBIL
BIRCHGROVE
BIRCHIP
BIRCHIP WEST
BIRCHMONT
BIRCHMORE
BIRCHS BAY
BIRDLIP
BIRDSVILLE
BIRDUM
BIRDWOOD
BIRDWOODTON
BIRGANBIGIL
BIRKALLA
BIRKDALE
BIRKENHEAD
BIRMINGHAM GARDENS
BIRNAM
BIRRALEE
BIRREGO
BIRREGURRA
BIRRIWA
BIRRONG
BIRTINYA
BISHOPS BRIDGE
BISHOPSBOURNE
BITHRAMERE
BITTERN
BLACK CREEK
BLACK DUCK CREEK
BLACK FOREST
BLACK HEAD
BLACK HILL
BLACK HILL STATION
BLACK HILLS
BLACK HOLLOW
BLACK JACK
BLACK JUNGLE
BLACK MOUNTAIN
BLACK POINT
BLACK RANGE
BLACK RIVER
BLACK ROCK
BLACK ROCK NORTH
BLACK SNAKE
BLACK SPRINGS
BLACK SWAMP
BLACKALL
BLACKALLS PARK
BLACKBULL
BLACKBURN
BLACKBURN NORTH
BLACKBURN SOUTH
BLACKBUTT
BLACKBUTT NORTH
BLACKBUTT SOUTH
BLACKDOWN
BLACKETT
BLACKFELLOWS CAVES
BLACKFELLOWS CREEK
BLACKFORD
BLACKHEATH
BLACKMANS BAY
BLACKMANS FLAT
BLACKMANS POINT
BLACKMORE
BLACKROCK
BLACKS BEACH
BLACKSMITHS
BLACKSOIL
BLACKSTONE
BLACKSTONE HEIGHTS
BLACKSWAMP
BLACKTOWN
BLACKTOWN WESTPOINT
BLACKVILLE
BLACKWALL
BLACKWARRY
BLACKWATER
BLACKWOOD
BLACKWOOD CREEK
BLACKWOOD FOREST
BLAIR ATHOL
BLAIR ATHOL WEST
BLAIRGOWRIE
BLAIRMORE
BLAIRMOUNT
BLAKEBROOK
BLAKEHURST
BLAKEVIEW
BLAKEVILLE
BLAKISTON
BLAKNEY CREEK
BLAMPIED
BLANCHE HARBOR
BLANCHETOWN
BLANCHVIEW
BLAND
BLANDFORD
BLANKET FLAT
BLANTYRE
BLAXCELL
BLAXLAND
BLAXLAND EAST
BLAXLANDS CREEK
BLAXLANDS FLAT
BLAXLANDS RIDGE
BLAYNEY
BLENHEIM
BLENHEIM ROAD
BLESSINGTON
BLETCHINGTON
BLETCHLEY
BLEWITT SPRINGS
BLI BLI
BLIGH PARK
BLIGHTY
BLIND BIGHT
BLINMAN
BLOOMFIELD
BLOOMFLEET
BLOOMSBURY
BLOWERING
BLOWHARD
BLUE BAY
BLUE COW
BLUE HAVEN
BLUE HILLS
BLUE KNOB
BLUE MOUNTAIN
BLUE MOUNTAIN HEIGHTS
BLUE MOUNTAINS NATIONAL PARK
BLUE NOBBY
BLUE ROCKS
BLUE VALE
BLUEWATER
BLUEWATER PARK
BLUEYS BEACH
BLUFF
BLUFF BEACH
BLUFF POINT
BLUFF ROCK
BLUMONT
BLYTH
BLYTHDALE
BLYTHEWOOD
BO PEEP
BOALLIA
BOAMBEE
BOAMBEE EAST
BOAMBOLO
BOAT HARBOUR
BOAT HARBOUR BEACH
BOATMAN
BOATSWAIN POINT
BOBADAH
BOBALONG
BOBBIN HEAD
BOBIN
BOBINAWARRAH
BOBS CREEK
BOBS FARM
BOBUNDARA
BOCCI
BOCHARA
BOCKELBERG
BOCO
BOCOBLE
BOCOBRA
BOCONNOC PARK
BODALLA
BODALLIN
BODANGORA
BODDINGTON
BOEILL CREEK
BOGAN
BOGAN GATE
BOGANDILLA
BOGANGAR
BOGANTUNGAN
BOGEE
BOGGABILLA
BOGGABRI
BOGIE
BOGONG
BOGONG PEAKS WILDERNESS
BOHENA CREEK
BOHLE
BOHLE PLAINS
BOHNOCK
BOHO
BOHO SOUTH
BOIGBEAT
BOIGU
BOIGU ISLAND
BOILUP
BOINKA
BOISDALE
BOKAL
BOKARINA
BOLANGUM
BOLARO
BOLGART
BOLINDA
BOLIVAR
BOLIVIA
BOLLARDS LAGOON
BOLLIER
BOLLON
BOLONG
BOLTO
BOLTON
BOLTON POINT
BOLWARRA
BOLWARRA HEIGHTS
BOLWARRAH
BOM BOM
BOMADERRY
BOMBAH POINT
BOMBALA
BOMBAY
BOMBEETA
BOMBIRA
BOMBO
BOMBOWLEE
BOMBOWLEE CREEK
BOMEN
BOMERA
BON ACCORD
BON BON
BONA VISTA
BONALBO
BONANG
BONBEACH
BOND UNIVERSITY
BONDI
BONDI BEACH
BONDI FOREST
BONDI JUNCTION
BONDI JUNCTION PLAZA
BONDOOLA
BONEGILLA
BONEO
BONG BONG
BONGALONG
BONGAREE
BONGEEN
BONGONGALONG
BONN
BONNELLS BAY
BONNER
BONNET BAY
BONNET HILL
BONNIE BROOK
BONNIE DOON
BONNIE ROCK
BONNIEFIELD
BONNINGTON PARK
BONNY HILLS
BONNYRIGG
BONNYRIGG HEIGHTS
BONOGIN
BONSHAW
BONVILLE
BONY MOUNTAIN
BONYTHON
BOOBOROWIE
BOOBYALLA
BOODARIE
BOODAROCKIN
BOODUA
BOOERIE CREEK
BOOGAN
BOOIE
BOOK BOOK
BOOKAAR
BOOKABIE
BOOKARA
BOOKER BAY
BOOKHAM
BOOKOOKOORARA
BOOKPURNONG
BOOKRAM
BOOL LAGOON
BOOLA
BOOLADING
BOOLAMBAYTE
